cadaster;address;max_current;latitude;longitude;hour;ev_charge;baseload;is_train;predicted_ev_load;combined_load;predicted_combined_load;total_chargers;p_throttle;throttle
79511:003:0022;2, Aardla, Ropka, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50107, Eesti;200;58.35560415000001;26.7306968603538;10;0.0;116.77038977997492;True;;116.77038977997492;;1.0;;0.0
79511:003:0022;2, Aardla, Ropka, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50107, Eesti;200;58.35560415000001;26.7306968603538;11;0.0;98.52442391245614;True;;98.52442391245614;;1.0;;0.0
79511:003:0022;2, Aardla, Ropka, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50107, Eesti;200;58.35560415000001;26.7306968603538;12;0.0;100.98385451387965;True;;100.98385451387965;;1.0;;0.0
79511:003:0022;2, Aardla, Ropka, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50107, Eesti;200;58.35560415000001;26.7306968603538;13;0.0;116.21723404361872;True;;116.21723404361872;;1.0;;0.0
79511:003:0022;2, Aardla, Ropka, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50107, Eesti;200;58.35560415000001;26.7306968603538;14;0.0;114.83792674514481;True;;114.83792674514481;;1.0;;0.0
79511:003:0022;2, Aardla, Ropka, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50107, Eesti;200;58.35560415000001;26.7306968603538;15;0.0;135.77633488042784;True;;135.77633488042784;;1.0;;0.0
79511:003:0022;2, Aardla, Ropka, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50107, Eesti;200;58.35560415000001;26.7306968603538;16;16.5;122.85898732645748;True;;139.35898732645748;;1.0;;0.0
79511:003:0022;2, Aardla, Ropka, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50107, Eesti;200;58.35560415000001;26.7306968603538;17;16.5;118.59717512221295;True;;135.09717512221295;;1.0;;0.0
79511:003:0022;2, Aardla, Ropka, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50107, Eesti;200;58.35560415000001;26.7306968603538;18;0.0;103.09526480162121;True;;103.09526480162121;;1.0;;0.0
79511:003:0022;2, Aardla, Ropka, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50107, Eesti;200;58.35560415000001;26.7306968603538;19;0.0;129.3222069411909;True;;129.3222069411909;;1.0;;0.0
79511:003:0022;2, Aardla, Ropka, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50107, Eesti;200;58.35560415000001;26.7306968603538;20;0.0;90.30604086239373;True;;90.30604086239373;;1.0;;0.0
79511:003:0022;2, Aardla, Ropka, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50107, Eesti;200;58.35560415000001;26.7306968603538;21;0.0;82.19386927834215;True;;82.19386927834215;;1.0;;0.0
79511:003:0022;2, Aardla, Ropka, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50107, Eesti;200;58.35560415000001;26.7306968603538;22;0.0;107.58671350787131;True;;107.58671350787131;;1.0;;0.0
79511:003:0022;2, Aardla, Ropka, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50107, Eesti;200;58.35560415000001;26.7306968603538;23;0.0;102.11799286395085;True;;102.11799286395085;;1.0;;0.0
79512:038:0009;66, Peetri, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51009, Eesti;160;58.39040249999999;26.730959499999994;0;0.0;67.63447797339842;True;;67.63447797339842;;;;
79512:038:0009;66, Peetri, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51009, Eesti;160;58.39040249999999;26.730959499999994;1;0.0;132.21723522478985;True;;132.21723522478985;;;;
79512:038:0009;66, Peetri, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51009, Eesti;160;58.39040249999999;26.730959499999994;2;0.0;80.3320665213644;True;;80.3320665213644;;;;
79512:038:0009;66, Peetri, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51009, Eesti;160;58.39040249999999;26.730959499999994;3;0.0;60.96883084871077;True;;60.96883084871077;;;;
79512:038:0009;66, Peetri, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51009, Eesti;160;58.39040249999999;26.730959499999994;4;0.0;86.25977835676859;True;;86.25977835676859;;;;
79512:038:0009;66, Peetri, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51009, Eesti;160;58.39040249999999;26.730959499999994;5;0.0;90.24248286272484;True;;90.24248286272484;;;;
79512:038:0009;66, Peetri, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51009, Eesti;160;58.39040249999999;26.730959499999994;6;0.0;123.75342457570059;True;;123.75342457570059;;;;
79512:038:0009;66, Peetri, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51009, Eesti;160;58.39040249999999;26.730959499999994;7;0.0;113.29268755944638;True;;113.29268755944638;;;;
79512:038:0009;66, Peetri, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51009, Eesti;160;58.39040249999999;26.730959499999994;8;0.0;133.59148057406688;True;;133.59148057406688;;;;
79512:038:0009;66, Peetri, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51009, Eesti;160;58.39040249999999;26.730959499999994;9;0.0;111.47165133162471;True;;111.47165133162471;;;;
79512:038:0009;66, Peetri, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51009, Eesti;160;58.39040249999999;26.730959499999994;10;0.0;123.85468531372904;True;;123.85468531372904;;;;
79512:038:0009;66, Peetri, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51009, Eesti;160;58.39040249999999;26.730959499999994;11;0.0;124.56932386700358;True;;124.56932386700358;;;;
79512:038:0009;66, Peetri, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51009, Eesti;160;58.39040249999999;26.730959499999994;12;0.0;119.47066700980793;True;;119.47066700980793;;;;
79512:038:0009;66, Peetri, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51009, Eesti;160;58.39040249999999;26.730959499999994;13;0.0;119.19458949117241;True;;119.19458949117241;;;;
79512:038:0009;66, Peetri, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51009, Eesti;160;58.39040249999999;26.730959499999994;14;0.0;115.88229490445343;True;;115.88229490445343;;;;
79512:038:0009;66, Peetri, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51009, Eesti;160;58.39040249999999;26.730959499999994;15;0.0;127.85811077752804;True;;127.85811077752804;;;;
79512:038:0009;66, Peetri, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51009, Eesti;160;58.39040249999999;26.730959499999994;16;0.0;140.88526359277546;True;;140.88526359277546;;;;
79512:038:0009;66, Peetri, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51009, Eesti;160;58.39040249999999;26.730959499999994;17;0.0;87.93510366302459;True;;87.93510366302459;;;;
79512:038:0009;66, Peetri, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51009, Eesti;160;58.39040249999999;26.730959499999994;18;0.0;123.77383081332209;True;;123.77383081332209;;;;
79512:038:0009;66, Peetri, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51009, Eesti;160;58.39040249999999;26.730959499999994;19;0.0;122.22747138966392;True;;122.22747138966392;;;;
79512:038:0009;66, Peetri, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51009, Eesti;160;58.39040249999999;26.730959499999994;20;0.0;118.47357830852141;True;;118.47357830852141;;;;
79512:038:0009;66, Peetri, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51009, Eesti;160;58.39040249999999;26.730959499999994;21;0.0;91.73059595169771;True;;91.73059595169771;;;;
79512:038:0009;66, Peetri, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51009, Eesti;160;58.39040249999999;26.730959499999994;22;0.0;144.29636880677896;True;;144.29636880677896;;;;
79512:038:0009;66, Peetri, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51009, Eesti;160;58.39040249999999;26.730959499999994;23;0.0;107.56177851756814;True;;107.56177851756814;;;;
79517:014:0024;64, Metshaldja, Ihaste, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;160;58.35218199999999;26.7778575;0;0.0;111.33045640497095;True;;111.33045640497095;;;;
79517:014:0024;64, Metshaldja, Ihaste, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;160;58.35218199999999;26.7778575;1;0.0;88.05821223405368;True;;88.05821223405368;;;;
79517:014:0024;64, Metshaldja, Ihaste, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;160;58.35218199999999;26.7778575;2;0.0;75.82307868494104;True;;75.82307868494104;;;;
79517:014:0024;64, Metshaldja, Ihaste, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;160;58.35218199999999;26.7778575;3;0.0;94.64328632263272;True;;94.64328632263272;;;;
79517:014:0024;64, Metshaldja, Ihaste, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;160;58.35218199999999;26.7778575;4;0.0;111.7820707745173;True;;111.7820707745173;;;;
79517:014:0024;64, Metshaldja, Ihaste, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;160;58.35218199999999;26.7778575;5;0.0;82.38723795294072;True;;82.38723795294072;;;;
79517:014:0024;64, Metshaldja, Ihaste, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;160;58.35218199999999;26.7778575;6;0.0;98.67657405974795;True;;98.67657405974795;;;;
79517:014:0024;64, Metshaldja, Ihaste, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;160;58.35218199999999;26.7778575;7;0.0;113.78928369949207;True;;113.78928369949207;;;;
79517:014:0024;64, Metshaldja, Ihaste, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;160;58.35218199999999;26.7778575;8;0.0;85.83448080453917;True;;85.83448080453917;;;;
79517:014:0024;64, Metshaldja, Ihaste, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;160;58.35218199999999;26.7778575;9;0.0;106.63303195484457;True;;106.63303195484457;;;;
79517:014:0024;64, Metshaldja, Ihaste, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;160;58.35218199999999;26.7778575;10;0.0;117.95785879383301;True;;117.95785879383301;;;;
79517:014:0024;64, Metshaldja, Ihaste, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;160;58.35218199999999;26.7778575;11;0.0;97.17565315144331;True;;97.17565315144331;;;;
79517:014:0024;64, Metshaldja, Ihaste, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;160;58.35218199999999;26.7778575;12;0.0;127.9926285252077;True;;127.9926285252077;;;;
79517:014:0024;64, Metshaldja, Ihaste, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;160;58.35218199999999;26.7778575;13;0.0;126.86942162812102;True;;126.86942162812102;;;;
79517:014:0024;64, Metshaldja, Ihaste, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;160;58.35218199999999;26.7778575;14;0.0;108.52868212822835;True;;108.52868212822835;;;;
79517:014:0024;64, Metshaldja, Ihaste, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;160;58.35218199999999;26.7778575;15;0.0;116.00991353643265;True;;116.00991353643265;;;;
79517:014:0024;64, Metshaldja, Ihaste, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;160;58.35218199999999;26.7778575;16;0.0;127.16079637970415;True;;127.16079637970415;;;;
79517:014:0024;64, Metshaldja, Ihaste, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;160;58.35218199999999;26.7778575;17;0.0;121.13867954088691;True;;121.13867954088691;;;;
79517:014:0024;64, Metshaldja, Ihaste, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;160;58.35218199999999;26.7778575;18;0.0;114.55100425601981;True;;114.55100425601981;;;;
79517:014:0024;64, Metshaldja, Ihaste, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;160;58.35218199999999;26.7778575;19;0.0;118.800432977225;True;;118.800432977225;;;;
79517:014:0024;64, Metshaldja, Ihaste, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;160;58.35218199999999;26.7778575;20;0.0;143.98414815201934;True;;143.98414815201934;;;;
79517:014:0024;64, Metshaldja, Ihaste, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;160;58.35218199999999;26.7778575;21;0.0;121.96892422813394;True;;121.96892422813394;;;;
79517:014:0024;64, Metshaldja, Ihaste, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;160;58.35218199999999;26.7778575;22;0.0;116.52158246453249;True;;116.52158246453249;;;;
79517:014:0024;64, Metshaldja, Ihaste, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;160;58.35218199999999;26.7778575;23;0.0;123.71632014291141;True;;123.71632014291141;;;;
79512:029:0011;11, Risti, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50303, Eesti;60;58.3930005;26.724313580050502;0;0.0;78.34598175498317;True;;78.34598175498317;;;;
79512:029:0011;11, Risti, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50303, Eesti;60;58.3930005;26.724313580050502;1;0.0;74.18517054101086;True;;74.18517054101086;;;;
79512:029:0011;11, Risti, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50303, Eesti;60;58.3930005;26.724313580050502;2;0.0;101.44403665523828;True;;101.44403665523828;;;;
79512:029:0011;11, Risti, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50303, Eesti;60;58.3930005;26.724313580050502;3;0.0;91.53193978342944;True;;91.53193978342944;;;;
79512:029:0011;11, Risti, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50303, Eesti;60;58.3930005;26.724313580050502;4;0.0;110.09250937479551;True;;110.09250937479551;;;;
79512:029:0011;11, Risti, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50303, Eesti;60;58.3930005;26.724313580050502;5;0.0;102.97014673305814;True;;102.97014673305814;;;;
79512:029:0011;11, Risti, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50303, Eesti;60;58.3930005;26.724313580050502;6;0.0;109.68610741746849;True;;109.68610741746849;;;;
79512:029:0011;11, Risti, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50303, Eesti;60;58.3930005;26.724313580050502;7;0.0;110.93186562010136;True;;110.93186562010136;;;;
79512:029:0011;11, Risti, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50303, Eesti;60;58.3930005;26.724313580050502;8;0.0;124.64439939398576;True;;124.64439939398576;;;;
79512:029:0011;11, Risti, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50303, Eesti;60;58.3930005;26.724313580050502;9;0.0;105.05731031786736;True;;105.05731031786736;;;;
79512:029:0011;11, Risti, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50303, Eesti;60;58.3930005;26.724313580050502;10;0.0;86.61667853561661;True;;86.61667853561661;;;;
79512:029:0011;11, Risti, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50303, Eesti;60;58.3930005;26.724313580050502;11;0.0;130.93201076167247;True;;130.93201076167247;;;;
79512:029:0011;11, Risti, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50303, Eesti;60;58.3930005;26.724313580050502;12;0.0;122.6534062274562;True;;122.6534062274562;;;;
79512:029:0011;11, Risti, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50303, Eesti;60;58.3930005;26.724313580050502;13;0.0;113.95673343724957;True;;113.95673343724957;;;;
79512:029:0011;11, Risti, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50303, Eesti;60;58.3930005;26.724313580050502;14;0.0;135.73367115904614;True;;135.73367115904614;;;;
79512:029:0011;11, Risti, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50303, Eesti;60;58.3930005;26.724313580050502;15;0.0;136.96684944158406;True;;136.96684944158406;;;;
79512:029:0011;11, Risti, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50303, Eesti;60;58.3930005;26.724313580050502;16;0.0;128.31410243284165;True;;128.31410243284165;;;;
79512:029:0011;11, Risti, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50303, Eesti;60;58.3930005;26.724313580050502;17;0.0;134.73990936852263;True;;134.73990936852263;;;;
79512:029:0011;11, Risti, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50303, Eesti;60;58.3930005;26.724313580050502;18;0.0;102.9355616224801;True;;102.9355616224801;;;;
79512:029:0011;11, Risti, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50303, Eesti;60;58.3930005;26.724313580050502;19;0.0;99.57781523469907;True;;99.57781523469907;;;;
79512:029:0011;11, Risti, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50303, Eesti;60;58.3930005;26.724313580050502;20;0.0;133.04380392801892;True;;133.04380392801892;;;;
79512:029:0011;11, Risti, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50303, Eesti;60;58.3930005;26.724313580050502;21;0.0;109.27507603241864;True;;109.27507603241864;;;;
79512:029:0011;11, Risti, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50303, Eesti;60;58.3930005;26.724313580050502;22;0.0;122.25972400986693;True;;122.25972400986693;;;;
79512:029:0011;11, Risti, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50303, Eesti;60;58.3930005;26.724313580050502;23;0.0;114.36710981356079;True;;114.36710981356079;;;;
79505:005:0079;8, Kristalli, Ränilinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50415, Eesti;160;58.3497624;26.68318381868545;0;0.0;134.50060529093273;True;;134.50060529093273;;1.0;;0.0
79505:005:0079;8, Kristalli, Ränilinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50415, Eesti;160;58.3497624;26.68318381868545;1;0.0;127.28867643360985;True;;127.28867643360985;;1.0;;0.0
79505:005:0079;8, Kristalli, Ränilinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50415, Eesti;160;58.3497624;26.68318381868545;2;0.0;116.84622557416841;True;;116.84622557416841;;1.0;;0.0
79505:005:0079;8, Kristalli, Ränilinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50415, Eesti;160;58.3497624;26.68318381868545;3;0.0;139.97473541617478;True;;139.97473541617478;;1.0;;0.0
79505:005:0079;8, Kristalli, Ränilinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50415, Eesti;160;58.3497624;26.68318381868545;4;0.0;127.34845910467695;True;;127.34845910467695;;1.0;;0.0
79505:005:0079;8, Kristalli, Ränilinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50415, Eesti;160;58.3497624;26.68318381868545;5;0.0;96.33713988318745;True;;96.33713988318745;;1.0;;0.0
79505:005:0079;8, Kristalli, Ränilinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50415, Eesti;160;58.3497624;26.68318381868545;6;0.0;135.8790325951137;True;;135.8790325951137;;1.0;;0.0
79505:005:0079;8, Kristalli, Ränilinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50415, Eesti;160;58.3497624;26.68318381868545;7;0.0;147.17399099663396;True;;147.17399099663396;;1.0;;0.0
79505:005:0079;8, Kristalli, Ränilinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50415, Eesti;160;58.3497624;26.68318381868545;8;16.5;127.90849193906679;True;;144.40849193906678;;1.0;;0.0
79505:005:0079;8, Kristalli, Ränilinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50415, Eesti;160;58.3497624;26.68318381868545;9;30.3;149.27829620781654;True;;179.57829620781655;;1.0;;19.57829620781655
79505:005:0079;8, Kristalli, Ränilinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50415, Eesti;160;58.3497624;26.68318381868545;10;7.2;147.27349373461496;True;;154.47349373461498;;1.0;;0.0
79505:005:0079;8, Kristalli, Ränilinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50415, Eesti;160;58.3497624;26.68318381868545;11;0.0;112.64998006273949;True;;112.64998006273949;;1.0;;0.0
79505:005:0079;8, Kristalli, Ränilinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50415, Eesti;160;58.3497624;26.68318381868545;12;0.0;129.9449021989731;True;;129.9449021989731;;1.0;;0.0
79505:005:0079;8, Kristalli, Ränilinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50415, Eesti;160;58.3497624;26.68318381868545;13;0.0;144.11633877746058;True;;144.11633877746058;;1.0;;0.0
79505:005:0079;8, Kristalli, Ränilinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50415, Eesti;160;58.3497624;26.68318381868545;14;16.5;172.69140505765853;True;;189.19140505765853;;1.0;;29.191405057658528
79505:005:0079;8, Kristalli, Ränilinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50415, Eesti;160;58.3497624;26.68318381868545;15;6.6;152.84417170604962;True;;159.44417170604964;;1.0;;0.0
79505:005:0079;8, Kristalli, Ränilinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50415, Eesti;160;58.3497624;26.68318381868545;16;16.5;153.33695920775844;True;;169.83695920775844;;1.0;;9.83695920775844
79505:005:0079;8, Kristalli, Ränilinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50415, Eesti;160;58.3497624;26.68318381868545;17;7.2;143.36362449090885;True;;150.56362449090886;;1.0;;0.0
79505:005:0079;8, Kristalli, Ränilinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50415, Eesti;160;58.3497624;26.68318381868545;18;0.0;189.68408384316388;True;;189.68408384316388;;1.0;;29.684083843163876
79505:005:0079;8, Kristalli, Ränilinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50415, Eesti;160;58.3497624;26.68318381868545;19;0.0;146.29068994423235;True;;146.29068994423235;;1.0;;0.0
79505:005:0079;8, Kristalli, Ränilinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50415, Eesti;160;58.3497624;26.68318381868545;20;0.0;139.6507591219809;True;;139.6507591219809;;1.0;;0.0
79505:005:0079;8, Kristalli, Ränilinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50415, Eesti;160;58.3497624;26.68318381868545;21;0.0;109.08022599695904;True;;109.08022599695904;;1.0;;0.0
79505:005:0079;8, Kristalli, Ränilinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50415, Eesti;160;58.3497624;26.68318381868545;22;0.0;107.95687159354082;True;;107.95687159354082;;1.0;;0.0
79505:005:0079;8, Kristalli, Ränilinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50415, Eesti;160;58.3497624;26.68318381868545;23;0.0;160.95387188327103;True;;160.95387188327103;;1.0;;0.9538718832710344
79508:020:0022;16, Teguri, Karlova, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50107, Eesti;160;58.36003050000001;26.726306756410256;0;35.80000000000001;36.608760118121936;True;;72.40876011812193;;3.0;;0.0
79508:020:0022;16, Teguri, Karlova, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50107, Eesti;160;58.36003050000001;26.726306756410256;1;13.8;34.670706164113795;True;;48.47070616411378;;3.0;;0.0
79508:020:0022;16, Teguri, Karlova, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50107, Eesti;160;58.36003050000001;26.726306756410256;2;6.6;34.50987420641127;True;;41.10987420641127;;3.0;;0.0
79508:020:0022;16, Teguri, Karlova, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50107, Eesti;160;58.36003050000001;26.726306756410256;3;0.0;44.63466141093264;True;;44.63466141093264;;3.0;;0.0
79508:020:0022;16, Teguri, Karlova, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50107, Eesti;160;58.36003050000001;26.726306756410256;4;0.0;38.54074863164729;True;;38.54074863164729;;3.0;;0.0
79508:020:0022;16, Teguri, Karlova, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50107, Eesti;160;58.36003050000001;26.726306756410256;5;0.0;32.687206818565905;True;;32.687206818565905;;3.0;;0.0
79508:020:0022;16, Teguri, Karlova, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50107, Eesti;160;58.36003050000001;26.726306756410256;6;0.0;51.595049444480104;True;;51.595049444480104;;3.0;;0.0
