id;cadaster;baseloads;power_limit;ev_loads;hour;address;latitude;longitude;x;y
34;79512:038:0009;123.85468531372904;160.0;0.0;10;66, Peetri, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51009, Eesti;58.39040249999999;26.730959499999994;6475470.489999997;659684.4799999967
35;79512:038:0009;124.56932386700358;160.0;0.0;11;66, Peetri, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51009, Eesti;58.39040249999999;26.730959499999994;6475470.489999997;659684.4799999967
36;79512:038:0009;119.47066700980791;160.0;0.0;12;66, Peetri, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51009, Eesti;58.39040249999999;26.730959499999994;6475470.489999997;659684.4799999967
37;79512:038:0009;119.19458949117241;160.0;0.0;13;66, Peetri, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51009, Eesti;58.39040249999999;26.730959499999994;6475470.489999997;659684.4799999967
38;79512:038:0009;115.88229490445343;160.0;0.0;14;66, Peetri, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51009, Eesti;58.39040249999999;26.730959499999994;6475470.489999997;659684.4799999967
39;79512:038:0009;127.85811077752804;160.0;0.0;15;66, Peetri, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51009, Eesti;58.39040249999999;26.730959499999994;6475470.489999997;659684.4799999967
40;79512:038:0009;140.88526359277546;160.0;0.0;16;66, Peetri, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51009, Eesti;58.39040249999999;26.730959499999994;6475470.489999997;659684.4799999967
41;79512:038:0009;87.93510366302459;160.0;0.0;17;66, Peetri, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51009, Eesti;58.39040249999999;26.730959499999994;6475470.489999997;659684.4799999967
42;79512:038:0009;123.77383081332209;160.0;0.0;18;66, Peetri, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51009, Eesti;58.39040249999999;26.730959499999994;6475470.489999997;659684.4799999967
43;79512:038:0009;122.22747138966392;160.0;0.0;19;66, Peetri, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51009, Eesti;58.39040249999999;26.730959499999994;6475470.489999997;659684.4799999967
44;79512:038:0009;118.47357830852141;160.0;0.0;20;66, Peetri, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51009, Eesti;58.39040249999999;26.730959499999994;6475470.489999997;659684.4799999967
45;79512:038:0009;91.73059595169771;160.0;0.0;21;66, Peetri, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51009, Eesti;58.39040249999999;26.730959499999994;6475470.489999997;659684.4799999967
46;79512:038:0009;144.29636880677896;160.0;0.0;22;66, Peetri, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51009, Eesti;58.39040249999999;26.730959499999994;6475470.489999997;659684.4799999967
47;79512:038:0009;107.56177851756814;160.0;0.0;23;66, Peetri, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51009, Eesti;58.39040249999999;26.730959499999994;6475470.489999997;659684.4799999967
48;79517:014:0024;111.33045640497095;160.0;0.0;0;64, Metshaldja, Ihaste, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;58.35218199999999;26.7778575;6471306.960000001;662602.1799999997
49;79517:014:0024;88.05821223405368;160.0;0.0;1;64, Metshaldja, Ihaste, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;58.35218199999999;26.7778575;6471306.960000001;662602.1799999997
50;79517:014:0024;75.82307868494104;160.0;0.0;2;64, Metshaldja, Ihaste, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;58.35218199999999;26.7778575;6471306.960000001;662602.1799999997
51;79517:014:0024;94.64328632263272;160.0;0.0;3;64, Metshaldja, Ihaste, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;58.35218199999999;26.7778575;6471306.960000001;662602.1799999997
52;79517:014:0024;111.7820707745173;160.0;0.0;4;64, Metshaldja, Ihaste, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;58.35218199999999;26.7778575;6471306.960000001;662602.1799999997
53;79517:014:0024;82.38723795294072;160.0;0.0;5;64, Metshaldja, Ihaste, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;58.35218199999999;26.7778575;6471306.960000001;662602.1799999997
54;79517:014:0024;98.67657405974795;160.0;0.0;6;64, Metshaldja, Ihaste, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;58.35218199999999;26.7778575;6471306.960000001;662602.1799999997
55;79517:014:0024;113.78928369949209;160.0;0.0;7;64, Metshaldja, Ihaste, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;58.35218199999999;26.7778575;6471306.960000001;662602.1799999997
56;79517:014:0024;85.83448080453917;160.0;0.0;8;64, Metshaldja, Ihaste, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;58.35218199999999;26.7778575;6471306.960000001;662602.1799999997
57;79517:014:0024;106.63303195484457;160.0;0.0;9;64, Metshaldja, Ihaste, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;58.35218199999999;26.7778575;6471306.960000001;662602.1799999997
58;79517:014:0024;117.95785879383301;160.0;0.0;10;64, Metshaldja, Ihaste, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;58.35218199999999;26.7778575;6471306.960000001;662602.1799999997
59;79517:014:0024;97.17565315144331;160.0;0.0;11;64, Metshaldja, Ihaste, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;58.35218199999999;26.7778575;6471306.960000001;662602.1799999997
60;79517:014:0024;127.9926285252077;160.0;0.0;12;64, Metshaldja, Ihaste, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;58.35218199999999;26.7778575;6471306.960000001;662602.1799999997
61;79517:014:0024;126.86942162812102;160.0;0.0;13;64, Metshaldja, Ihaste, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;58.35218199999999;26.7778575;6471306.960000001;662602.1799999997
62;79517:014:0024;108.52868212822835;160.0;0.0;14;64, Metshaldja, Ihaste, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;58.35218199999999;26.7778575;6471306.960000001;662602.1799999997
63;79517:014:0024;116.00991353643265;160.0;0.0;15;64, Metshaldja, Ihaste, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;58.35218199999999;26.7778575;6471306.960000001;662602.1799999997
64;79517:014:0024;127.16079637970415;160.0;0.0;16;64, Metshaldja, Ihaste, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;58.35218199999999;26.7778575;6471306.960000001;662602.1799999997
65;79517:014:0024;121.13867954088691;160.0;0.0;17;64, Metshaldja, Ihaste, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;58.35218199999999;26.7778575;6471306.960000001;662602.1799999997
66;79517:014:0024;114.55100425601981;160.0;0.0;18;64, Metshaldja, Ihaste, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;58.35218199999999;26.7778575;6471306.960000001;662602.1799999997
67;79517:014:0024;118.800432977225;160.0;0.0;19;64, Metshaldja, Ihaste, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;58.35218199999999;26.7778575;6471306.960000001;662602.1799999997
68;79517:014:0024;143.98414815201934;160.0;0.0;20;64, Metshaldja, Ihaste, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;58.35218199999999;26.7778575;6471306.960000001;662602.1799999997
69;79517:014:0024;121.96892422813394;160.0;0.0;21;64, Metshaldja, Ihaste, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;58.35218199999999;26.7778575;6471306.960000001;662602.1799999997
70;79517:014:0024;116.52158246453249;160.0;0.0;22;64, Metshaldja, Ihaste, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;58.35218199999999;26.7778575;6471306.960000001;662602.1799999997
71;79517:014:0024;123.71632014291141;160.0;0.0;23;64, Metshaldja, Ihaste, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;58.35218199999999;26.7778575;6471306.960000001;662602.1799999997
72;79512:029:0011;78.34598175498317;60.0;0.0;0;11, Risti, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50303, Eesti;58.3930005;26.724313580050502;6475718.16;659262.1099999994
73;79512:029:0011;74.18517054101086;60.0;0.0;1;11, Risti, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50303, Eesti;58.3930005;26.724313580050502;6475718.16;659262.1099999994
74;79512:029:0011;101.44403665523828;60.0;0.0;2;11, Risti, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50303, Eesti;58.3930005;26.724313580050502;6475718.16;659262.1099999994
75;79512:029:0011;91.53193978342945;60.0;0.0;3;11, Risti, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50303, Eesti;58.3930005;26.724313580050502;6475718.16;659262.1099999994
76;79512:029:0011;110.09250937479551;60.0;0.0;4;11, Risti, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50303, Eesti;58.3930005;26.724313580050502;6475718.16;659262.1099999994
77;79512:029:0011;102.97014673305814;60.0;0.0;5;11, Risti, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50303, Eesti;58.3930005;26.724313580050502;6475718.16;659262.1099999994
78;79512:029:0011;109.6861074174685;60.0;0.0;6;11, Risti, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50303, Eesti;58.3930005;26.724313580050502;6475718.16;659262.1099999994
79;79512:029:0011;110.93186562010136;60.0;0.0;7;11, Risti, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50303, Eesti;58.3930005;26.724313580050502;6475718.16;659262.1099999994
80;79512:029:0011;124.64439939398576;60.0;0.0;8;11, Risti, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50303, Eesti;58.3930005;26.724313580050502;6475718.16;659262.1099999994
81;79512:029:0011;105.05731031786736;60.0;0.0;9;11, Risti, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50303, Eesti;58.3930005;26.724313580050502;6475718.16;659262.1099999994
82;79512:029:0011;86.61667853561661;60.0;0.0;10;11, Risti, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50303, Eesti;58.3930005;26.724313580050502;6475718.16;659262.1099999994
83;79512:029:0011;130.93201076167247;60.0;0.0;11;11, Risti, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50303, Eesti;58.3930005;26.724313580050502;6475718.16;659262.1099999994
84;79512:029:0011;122.6534062274562;60.0;0.0;12;11, Risti, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50303, Eesti;58.3930005;26.724313580050502;6475718.16;659262.1099999994
85;79512:029:0011;113.95673343724957;60.0;0.0;13;11, Risti, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50303, Eesti;58.3930005;26.724313580050502;6475718.16;659262.1099999994
86;79512:029:0011;135.73367115904614;60.0;0.0;14;11, Risti, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50303, Eesti;58.3930005;26.724313580050502;6475718.16;659262.1099999994
87;79512:029:0011;136.96684944158406;60.0;0.0;15;11, Risti, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50303, Eesti;58.3930005;26.724313580050502;6475718.16;659262.1099999994
88;79512:029:0011;128.31410243284165;60.0;0.0;16;11, Risti, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50303, Eesti;58.3930005;26.724313580050502;6475718.16;659262.1099999994
89;79512:029:0011;134.73990936852263;60.0;0.0;17;11, Risti, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50303, Eesti;58.3930005;26.724313580050502;6475718.16;659262.1099999994
90;79512:029:0011;102.9355616224801;60.0;0.0;18;11, Risti, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50303, Eesti;58.3930005;26.724313580050502;6475718.16;659262.1099999994
91;79512:029:0011;99.57781523469907;60.0;0.0;19;11, Risti, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50303, Eesti;58.3930005;26.724313580050502;6475718.16;659262.1099999994
92;79512:029:0011;133.04380392801892;60.0;0.0;20;11, Risti, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50303, Eesti;58.3930005;26.724313580050502;6475718.16;659262.1099999994
93;79512:029:0011;109.27507603241864;60.0;0.0;21;11, Risti, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50303, Eesti;58.3930005;26.724313580050502;6475718.16;659262.1099999994
94;79512:029:0011;122.25972400986693;60.0;0.0;22;11, Risti, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50303, Eesti;58.3930005;26.724313580050502;6475718.16;659262.1099999994
95;79512:029:0011;114.36710981356079;60.0;0.0;23;11, Risti, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50303, Eesti;58.3930005;26.724313580050502;6475718.16;659262.1099999994
96;79505:005:0079;134.50060529093273;160.0;0.0;0;8, Kristalli, Ränilinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50415, Eesti;58.3497624;26.68318381868545;6470844.170000003;657076.5600000024
97;79505:005:0079;127.28867643360985;160.0;0.0;1;8, Kristalli, Ränilinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50415, Eesti;58.3497624;26.68318381868545;6470844.170000003;657076.5600000024
98;79505:005:0079;116.84622557416841;160.0;0.0;2;8, Kristalli, Ränilinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50415, Eesti;58.3497624;26.68318381868545;6470844.170000003;657076.5600000024
99;79505:005:0079;139.97473541617478;160.0;0.0;3;8, Kristalli, Ränilinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50415, Eesti;58.3497624;26.68318381868545;6470844.170000003;657076.5600000024
100;79505:005:0079;127.34845910467695;160.0;0.0;4;8, Kristalli, Ränilinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50415, Eesti;58.3497624;26.68318381868545;6470844.170000003;657076.5600000024
101;79505:005:0079;96.33713988318745;160.0;0.0;5;8, Kristalli, Ränilinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50415, Eesti;58.3497624;26.68318381868545;6470844.170000003;657076.5600000024
102;79505:005:0079;135.8790325951137;160.0;0.0;6;8, Kristalli, Ränilinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50415, Eesti;58.3497624;26.68318381868545;6470844.170000003;657076.5600000024
103;79505:005:0079;147.17399099663396;160.0;0.0;7;8, Kristalli, Ränilinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50415, Eesti;58.3497624;26.68318381868545;6470844.170000003;657076.5600000024
104;79505:005:0079;127.90849193906679;160.0;16.5;8;8, Kristalli, Ränilinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50415, Eesti;58.3497624;26.68318381868545;6470844.170000003;657076.5600000024
105;79505:005:0079;149.27829620781654;160.0;30.299999999999997;9;8, Kristalli, Ränilinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50415, Eesti;58.3497624;26.68318381868545;6470844.170000003;657076.5600000024
106;79505:005:0079;147.27349373461496;160.0;7.2;10;8, Kristalli, Ränilinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50415, Eesti;58.3497624;26.68318381868545;6470844.170000003;657076.5600000024
107;79505:005:0079;112.64998006273949;160.0;0.0;11;8, Kristalli, Ränilinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50415, Eesti;58.3497624;26.68318381868545;6470844.170000003;657076.5600000024
108;79505:005:0079;129.9449021989731;160.0;0.0;12;8, Kristalli, Ränilinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50415, Eesti;58.3497624;26.68318381868545;6470844.170000003;657076.5600000024
109;79505:005:0079;144.11633877746058;160.0;0.0;13;8, Kristalli, Ränilinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50415, Eesti;58.3497624;26.68318381868545;6470844.170000003;657076.5600000024
110;79505:005:0079;172.69140505765853;160.0;16.5;14;8, Kristalli, Ränilinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50415, Eesti;58.3497624;26.68318381868545;6470844.170000003;657076.5600000024
111;79505:005:0079;152.84417170604962;160.0;6.6;15;8, Kristalli, Ränilinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50415, Eesti;58.3497624;26.68318381868545;6470844.170000003;657076.5600000024
112;79505:005:0079;153.33695920775844;160.0;16.5;16;8, Kristalli, Ränilinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50415, Eesti;58.3497624;26.68318381868545;6470844.170000003;657076.5600000024
113;79505:005:0079;143.36362449090885;160.0;7.2;17;8, Kristalli, Ränilinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50415, Eesti;58.3497624;26.68318381868545;6470844.170000003;657076.5600000024
114;79505:005:0079;189.68408384316388;160.0;0.0;18;8, Kristalli, Ränilinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50415, Eesti;58.3497624;26.68318381868545;6470844.170000003;657076.5600000024
115;79505:005:0079;146.29068994423235;160.0;0.0;19;8, Kristalli, Ränilinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50415, Eesti;58.3497624;26.68318381868545;6470844.170000003;657076.5600000024
116;79505:005:0079;139.6507591219809;160.0;0.0;20;8, Kristalli, Ränilinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50415, Eesti;58.3497624;26.68318381868545;6470844.170000003;657076.5600000024
117;79505:005:0079;109.08022599695904;160.0;0.0;21;8, Kristalli, Ränilinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50415, Eesti;58.3497624;26.68318381868545;6470844.170000003;657076.5600000024
118;79505:005:0079;107.95687159354082;160.0;0.0;22;8, Kristalli, Ränilinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50415, Eesti;58.3497624;26.68318381868545;6470844.170000003;657076.5600000024
119;79505:005:0079;160.95387188327103;160.0;0.0;23;8, Kristalli, Ränilinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50415, Eesti;58.3497624;26.68318381868545;6470844.170000003;657076.5600000024
120;79508:020:0022;36.608760118121936;160.0;35.800000000000004;0;16, Teguri, Karlova, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50107, Eesti;58.36003050000001;26.726306756410256;6472056.1099999985;659545.7299999967
121;79508:020:0022;34.670706164113795;160.0;13.8;1;16, Teguri, Karlova, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50107, Eesti;58.36003050000001;26.726306756410256;6472056.1099999985;659545.7299999967
122;79508:020:0022;34.50987420641127;160.0;6.6;2;16, Teguri, Karlova, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50107, Eesti;58.36003050000001;26.726306756410256;6472056.1099999985;659545.7299999967
123;79508:020:0022;44.63466141093264;160.0;0.0;3;16, Teguri, Karlova, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50107, Eesti;58.36003050000001;26.726306756410256;6472056.1099999985;659545.7299999967
124;79508:020:0022;38.54074863164729;160.0;0.0;4;16, Teguri, Karlova, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50107, Eesti;58.36003050000001;26.726306756410256;6472056.1099999985;659545.7299999967
