,time,model,driving,connected,soc,charge_need,cadaster
19,20,Nissan Leaf e+,False,True,56.0,0.0,79514:001:0060
20,21,Nissan Leaf e+,True,False,56.0,0.0,79514:001:0060
21,22,Nissan Leaf e+,False,True,55.14,0.8599999999999994,79514:001:0060
22,23,Nissan Leaf e+,False,True,56.0,0.0,79514:001:0060
23,24,Nissan Leaf e+,False,True,56.0,0.0,79514:001:0060
0,1,Nissan Leaf e+,True,False,36.25,0.0,79502:045:0010
1,2,Nissan Leaf e+,False,True,29.89607292652548,6.599999999999998,79502:045:0010
2,3,Nissan Leaf e+,True,False,36.49607292652548,0.0,79502:045:0010
3,4,Nissan Leaf e+,False,True,33.915771583935246,6.600000000000001,79502:045:0010
4,5,Nissan Leaf e+,False,True,40.51577158393525,6.600000000000001,79502:045:0010
5,6,Nissan Leaf e+,False,True,47.11577158393525,6.600000000000001,79502:045:0010
6,7,Nissan Leaf e+,True,False,53.71577158393525,0.0,79504:016:0026
7,8,Nissan Leaf e+,False,True,51.609899165278804,4.390100834721196,79504:016:0026
8,9,Nissan Leaf e+,True,False,56.0,0.0,79504:016:0026
9,10,Nissan Leaf e+,False,True,55.14,0.8599999999999994,79504:016:0026
10,11,Nissan Leaf e+,False,True,56.0,0.0,79504:016:0026
11,12,Nissan Leaf e+,True,False,56.0,0.0,79504:016:0026
12,13,Nissan Leaf e+,False,True,52.32465268092439,3.6753473190756125,79504:016:0026
13,14,Nissan Leaf e+,False,True,56.0,0.0,79504:016:0026
14,15,Nissan Leaf e+,False,True,56.0,0.0,79504:016:0026
15,16,Nissan Leaf e+,False,True,56.0,0.0,79504:016:0026
16,17,Nissan Leaf e+,False,True,56.0,0.0,79504:016:0026
17,18,Nissan Leaf e+,False,True,56.0,0.0,79504:016:0026
18,19,Nissan Leaf e+,False,True,56.0,0.0,79502:045:0010
19,20,Nissan Leaf e+,True,False,56.0,0.0,79502:045:0010
20,21,Nissan Leaf e+,False,True,42.314381770259004,6.600000000000001,79502:045:0010
21,22,Nissan Leaf e+,True,False,48.914381770259006,0.0,79502:045:0010
22,23,Nissan Leaf e+,True,False,47.401524334430015,0.0,79502:045:0010
23,24,Nissan Leaf e+,True,False,38.60276718394617,0.0,79502:045:0010
0,1,Volkswagen ID.3,False,True,36.25,7.200000000000003,79504:086:0009
1,2,Volkswagen ID.3,True,False,43.45,0.0,79504:086:0009
2,3,Volkswagen ID.3,False,True,42.645,2.354999999999997,79504:086:0009
3,4,Volkswagen ID.3,False,True,45.0,0.0,79504:086:0009
4,5,Volkswagen ID.3,False,True,45.0,0.0,79504:086:0009
5,6,Volkswagen ID.3,False,True,45.0,0.0,79504:086:0009
6,7,Volkswagen ID.3,True,False,45.0,0.0,79301:001:0906
7,8,Volkswagen ID.3,True,False,36.80475157599933,0.0,79301:001:0906
8,9,Volkswagen ID.3,True,False,35.99975157599933,0.0,79301:001:0906
9,10,Volkswagen ID.3,False,True,21.50975157599933,7.199999999999999,79301:001:0906
10,11,Volkswagen ID.3,False,True,28.70975157599933,7.199999999999999,79301:001:0906
11,12,Volkswagen ID.3,False,True,35.90975157599933,7.200000000000003,79301:001:0906
12,13,Volkswagen ID.3,True,False,43.10975157599933,0.0,79301:001:0906
13,14,Volkswagen ID.3,False,True,37.90013266581387,7.099867334186129,79301:001:0906
14,15,Volkswagen ID.3,False,True,45.0,0.0,79301:001:0906
15,16,Volkswagen ID.3,True,False,45.0,0.0,79301:001:0906
16,17,Volkswagen ID.3,False,True,42.665130588012794,2.3348694119872064,79301:001:0906
17,18,Volkswagen ID.3,True,False,45.0,0.0,79301:001:0906
18,19,Volkswagen ID.3,True,False,43.55473433773723,0.0,79504:086:0009
19,20,Volkswagen ID.3,True,False,42.74973433773723,0.0,79504:086:0009
20,21,Volkswagen ID.3,True,False,41.94473433773723,0.0,79504:086:0009
21,22,Volkswagen ID.3,False,True,39.37009815311016,5.629901846889837,79504:086:0009
22,23,Volkswagen ID.3,True,False,45.0,0.0,79504:086:0009
23,24,Volkswagen ID.3,False,True,36.24676585802336,7.200000000000003,79504:086:0009
0,1,Volkswagen ID.3,False,True,36.25,7.200000000000003,79502:003:0037
1,2,Volkswagen ID.3,False,True,43.45,1.5499999999999972,79502:003:0037
2,3,Volkswagen ID.3,False,True,45.0,0.0,79502:003:0037
3,4,Volkswagen ID.3,False,True,45.0,0.0,79502:003:0037
4,5,Volkswagen ID.3,False,True,45.0,0.0,79502:003:0037
5,6,Volkswagen ID.3,False,True,45.0,0.0,79502:003:0037
6,7,Volkswagen ID.3,False,True,45.0,0.0,79504:089:0018
7,8,Volkswagen ID.3,True,False,45.0,0.0,79504:089:0018
8,9,Volkswagen ID.3,True,False,44.062150811266285,0.0,79504:089:0018
9,10,Volkswagen ID.3,False,True,39.63479955665466,5.365200443345337,79504:089:0018
10,11,Volkswagen ID.3,True,False,45.0,0.0,79504:089:0018
11,12,Volkswagen ID.3,True,False,39.43880551487655,0.0,79504:089:0018
12,13,Volkswagen ID.3,True,False,38.63380551487655,0.0,79504:089:0018
13,14,Volkswagen ID.3,True,False,28.759711789337917,0.0,79504:089:0018
14,15,Volkswagen ID.3,False,True,21.0708753052644,7.199999999999999,79504:089:0018
15,16,Volkswagen ID.3,True,False,28.2708753052644,0.0,79504:089:0018
16,17,Volkswagen ID.3,True,False,23.88589242242364,0.0,79504:089:0018
17,18,Volkswagen ID.3,True,False,19.72025658797265,0.0,79504:089:0018
18,19,Volkswagen ID.3,False,True,11.862079786899056,7.199999999999999,79502:003:0037
19,20,Volkswagen ID.3,False,True,19.062079786899055,7.199999999999999,79502:003:0037
20,21,Volkswagen ID.3,True,False,26.262079786899054,0.0,79502:003:0037
21,22,Volkswagen ID.3,True,False,25.457079786899055,0.0,79502:003:0037
22,23,Volkswagen ID.3,False,True,21.464156284144835,7.199999999999999,79502:003:0037
23,24,Volkswagen ID.3,True,False,28.664156284144834,0.0,79502:003:0037
0,1,Tesla Model S,False,True,36.25,16.5,79506:003:0035
1,2,Tesla Model S,False,True,52.75,16.5,79506:003:0035
2,3,Tesla Model S,False,True,69.25,3.25,79506:003:0035
3,4,Tesla Model S,False,True,72.5,0.0,79506:003:0035
4,5,Tesla Model S,False,True,72.5,0.0,79506:003:0035
5,6,Tesla Model S,False,True,72.5,0.0,79506:003:0035
6,7,Tesla Model S,True,False,72.5,0.0,79512:006:0007
7,8,Tesla Model S,True,False,64.30300686910661,0.0,79512:006:0007
8,9,Tesla Model S,True,False,63.42800686910661,0.0,79512:006:0007
9,10,Tesla Model S,True,False,61.65428691909828,0.0,79512:006:0007
10,11,Tesla Model S,True,False,58.23353587465484,0.0,79512:006:0007
11,12,Tesla Model S,False,True,50.87577059117849,16.499999999999993,79512:006:0007
12,13,Tesla Model S,False,True,67.37577059117848,5.12422940882152,79512:006:0007
13,14,Tesla Model S,True,False,72.5,0.0,79512:006:0007
14,15,Tesla Model S,False,True,71.625,0.875,79512:006:0007
15,16,Tesla Model S,False,True,72.5,0.0,79512:006:0007
16,17,Tesla Model S,True,False,72.5,0.0,79512:006:0007
17,18,Tesla Model S,True,False,62.673384951174924,0.0,79512:006:0007
18,19,Tesla Model S,False,True,51.62429260623938,16.5,79506:003:0035
19,20,Tesla Model S,False,True,68.12429260623938,4.375707393760621,79506:003:0035
20,21,Tesla Model S,False,True,72.5,0.0,79506:003:0035
21,22,Tesla Model S,True,False,72.5,0.0,79506:003:0035
22,23,Tesla Model S,False,True,71.625,0.875,79506:003:0035
23,24,Tesla Model S,True,False,72.5,0.0,79506:003:0035
0,1,Nissan Leaf e+,False,True,36.25,6.600000000000001,79513:012:0033
1,2,Nissan Leaf e+,False,True,42.85,6.600000000000001,79513:012:0033
2,3,Nissan Leaf e+,False,True,49.45,6.549999999999997,79513:012:0033
3,4,Nissan Leaf e+,False,True,56.0,0.0,79513:012:0033
4,5,Nissan Leaf e+,False,True,56.0,0.0,79513:012:0033
5,6,Nissan Leaf e+,True,False,56.0,0.0,79513:012:0033
6,7,Nissan Leaf e+,False,True,50.321370103728775,5.678629896271225,79501:002:0336
7,8,Nissan Leaf e+,True,False,56.0,0.0,79501:002:0336
8,9,Nissan Leaf e+,False,True,49.073435015646126,6.600000000000001,79501:002:0336
9,10,Nissan Leaf e+,False,True,55.67343501564613,0.3265649843538725,79501:002:0336
10,11,Nissan Leaf e+,False,True,56.0,0.0,79501:002:0336
11,12,Nissan Leaf e+,False,True,56.0,0.0,79501:002:0336
12,13,Nissan Leaf e+,False,True,56.0,0.0,79501:002:0336
